1, 5010910000000, Nitu, Razvan, Timisoara, Ficatar, Aleea Icar, 34, 1, Skoda, WERDF67GH89075478, TM23ANG, 1, 3, asdasd, asdsa, 83493688650514848000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
2, 2960700000000, Placinta, Stefan, Timisoara, Bara, Caras, 23, 2, BMW, NSDI78SBGBV873778, TM54BHW, 3, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
3, 1890430000000, Balint, Cristian, Timisoara, Balint, Intrarea Zanelor, 1, 3, Audi, BBNJ8Y6BSDJBV8SDB, TM67GJU, 2, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
4, 5020510000000, Juscu, Alexandru, Timisoara, Banloc, Sepia, 54, 4, Audi, VBVBISUU83737289D, TM89NCM, 5, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
5, 2900110000000, Popescu, Ion, Timisoara, Albina, Cetatii, 76, 5, Mazda, BNNJDB37382BDUSBV, TM45BHW, 2, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
6,  as23ase,  asd,  asdf,  asdf,  asfa,  asdas,  23, 6,  asda,  asdf21,  asda1, 4, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
0, , , , , , , , 0, , , , 0, 0, , , 83493688650498391000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000, 
